exposureId,outcomeId,preExpLogRr,preExpLogLb95,preExpLogUb95,passPreExposure,endOfObsRatio,endOfObsP,passEndOfObservation,timeStabRatio,timeStabP,passTimeStability,outcomeProportion,passRareOutcome,passAll
742185,10225,NA,NA,NA,TRUE,NA,NA,TRUE,NA,1,TRUE,NA,TRUE,TRUE
742185,10226,NA,NA,NA,TRUE,NA,NA,TRUE,NA,1,TRUE,NA,TRUE,TRUE
742185,10227,NA,NA,NA,TRUE,NA,NA,TRUE,NA,1,TRUE,NA,TRUE,TRUE
1338005,10228,0.027358403395449735,-0.3399208476101451,0.3638563562972511,TRUE,0.666572563356607,1,TRUE,1.0747517552158605,1,TRUE,0.006636030152308744,TRUE,TRUE
1338005,10229,-0.17003149025384956,-0.5615737962394561,0.18637735331364516,TRUE,0.650659369679736,1,TRUE,1.0710920041997538,1,TRUE,0.006646573782209888,TRUE,TRUE
1338005,10230,-0.25917205096358453,-0.6771983620173875,0.11548676492220225,TRUE,0.7260280964321832,1,TRUE,1.0753335721955688,1,TRUE,0.006689263462884551,TRUE,TRUE
915542,10231,-0.588575633055943,-0.9072131431167062,-0.2934376641927206,FALSE,0.8677576776675118,1,TRUE,1.045554409921319,1,TRUE,0.006105240880207715,TRUE,FALSE
915542,10232,-0.5164497575038461,-0.8307522060152245,-0.22537096917389896,FALSE,0.8655720189479743,1,TRUE,1.0630795599661558,1,TRUE,0.00618331466445049,TRUE,FALSE
915542,10233,-0.48509415440458314,-0.8003077012229568,-0.19432604883513072,TRUE,0.8718686053880502,1,TRUE,1.0335955810016324,1,TRUE,0.006500126466625716,TRUE,TRUE
1598819,10234,-0.07566081036980667,-0.5302510361877266,0.3275762450589195,TRUE,0.7123959038590003,1,TRUE,1.1221510871549842,1,TRUE,0.004624416957023622,TRUE,TRUE
1598819,10235,-0.08161272399219079,-0.5361752288367078,0.32134848025623347,TRUE,0.7205451343945529,1,TRUE,1.1228574865358651,1,TRUE,0.004629740537557417,TRUE,TRUE
1598819,10236,-0.06432821400720272,-0.5175908489500324,0.33698491573192624,TRUE,0.7201805530998142,1,TRUE,1.1204239734472181,1,TRUE,0.0046865253965845685,TRUE,TRUE
981709,10237,-0.16314487751547907,-0.4926612901141937,0.14311603598082084,TRUE,0.8683988147208856,1,TRUE,1.062830984075604,1,TRUE,0.006077495651096647,TRUE,TRUE
981709,10238,-0.15931223598735908,-0.4875787376594589,0.14548868307087057,TRUE,0.8693378504441382,1,TRUE,1.0562695722188788,1,TRUE,0.006130405157773568,TRUE,TRUE
981709,10239,-0.20862473951400515,-0.5371555346590041,0.09571690411732131,TRUE,0.8622864541347517,1,TRUE,1.0511893060094932,1,TRUE,0.006345914611799078,TRUE,TRUE
1363053,10240,0.24596495498846085,-0.140381869679984,0.5979912370461301,TRUE,0.7399815882303424,1,TRUE,1.0716470867665644,1,TRUE,0.006632011895962054,TRUE,TRUE
1363053,10241,0.16820581332102902,-0.21921368888421244,0.5201427283233441,TRUE,0.7314174287549253,1,TRUE,1.0704304424278637,1,TRUE,0.006638193828803115,TRUE,TRUE
1363053,10242,-0.018362200911473024,-0.4441452934618797,0.3619059364093789,TRUE,0.7134925181482946,1,TRUE,1.0724656814247395,1,TRUE,0.00666075788367299,TRUE,TRUE
989482,10243,-0.2538239738423149,-0.7332473926605579,0.1697612870130209,TRUE,0.7740571852063663,1,TRUE,1.0796467394127875,1,TRUE,0.00652769973520861,TRUE,TRUE
989482,10244,-0.272929733467878,-0.7507855709422048,0.14894380828769524,TRUE,0.748957989158029,1,TRUE,1.0807380890857186,1,TRUE,0.006555575810081868,TRUE,TRUE
989482,10245,-0.20951090246255816,-0.6843240669760738,0.20850274566551236,TRUE,0.7630157832099298,1,TRUE,1.0796224373623122,1,TRUE,0.006678982253902807,TRUE,TRUE
996416,10246,0.44241838981972625,0.1483353172417913,0.716720827541515,TRUE,0.7703047427416454,1,TRUE,1.0809288438759637,1,TRUE,0.00655056438089117,TRUE,TRUE
996416,10247,0.4623394083997273,0.16958261911191466,0.735153673950227,TRUE,0.7534687246938065,1,TRUE,1.0759259812149182,1,TRUE,0.0066034976017179175,TRUE,TRUE
996416,10248,0.42216245252879525,0.13153146822384265,0.6929908340057217,TRUE,0.7079043351644988,1,TRUE,1.0822792086580444,1,TRUE,0.006804267983670258,TRUE,TRUE
1550023,10249,0.3420597424052454,0.2191639225111686,0.4620433134146245,TRUE,0.7433542056686546,1,TRUE,1.072464270511863,1,TRUE,0.006444948669594207,TRUE,TRUE
1550023,10250,0.3374333368854107,0.21521743242781594,0.4567172777035302,TRUE,0.7539687436578075,1,TRUE,1.0695650486759074,1,TRUE,0.006486949674166179,TRUE,TRUE
1550023,10251,0.3462123140195542,0.22559843896144263,0.4638442704491891,FALSE,0.8063914015052476,1,TRUE,1.0703273911649693,1,TRUE,0.00665025494993346,TRUE,FALSE
1347384,10252,0.18896631810660525,-0.07177222121658208,0.43399574859068024,TRUE,0.7347148261390264,1,TRUE,1.0730004713879233,1,TRUE,0.006641044386724272,TRUE,TRUE
1347384,10253,0.14520331695576294,-0.10931515495044795,0.3844933799123347,TRUE,0.7531335791490454,1,TRUE,1.0642106187330314,1,TRUE,0.0066566709391836214,TRUE,TRUE
1347384,10254,0.003999087743688807,-0.27514283851030824,0.2635928005206294,TRUE,0.6815895996863635,1,TRUE,1.0741227897533105,1,TRUE,0.006718112482809504,TRUE,TRUE
